apps,process,bondmode,time
bt,64,802.3ad-4NICs-layer2-2,347.49
bt,64,802.3ad-4NICs-layer2-2,323.81
bt,64,802.3ad-4NICs-layer2-2,338.51
bt,64,802.3ad-4NICs-layer2-2,315.07
bt,64,802.3ad-4NICs-layer2-2,322.3
bt,64,802.3ad-4NICs-layer2-2,345.28
bt,64,802.3ad-4NICs-layer2-2,349.73
bt,64,802.3ad-4NICs-layer2-2,327.72
bt,64,802.3ad-4NICs-layer2-2,332.19
bt,64,802.3ad-4NICs-layer2-2,318.39
