apps,process,bondmode,time
sp,64,native-4instance,824.12
sp,64,native-4instance,787.39
sp,64,native-4instance,779.06
sp,64,native-4instance,790.35
sp,64,native-4instance,807.9
sp,64,native-4instance,912.4
sp,64,native-4instance,815.77
sp,64,native-4instance,766.95
sp,64,native-4instance,786.29
sp,64,native-4instance,819.08
