apps,process,bondmode,time
is,16,native-4instance,44.37
is,16,native-4instance,43.76
is,16,native-4instance,45.13
is,16,native-4instance,43.06
is,16,native-4instance,41.34
is,16,native-4instance,46.02
is,16,native-4instance,38.6
is,16,native-4instance,38.49
is,16,native-4instance,39.07
is,16,native-4instance,38.47
ft,16,native-4instance,365.77
ft,16,native-4instance,375.71
ft,16,native-4instance,378.41
ft,16,native-4instance,350.62
ft,16,native-4instance,350.39
ft,16,native-4instance,357.07
ft,16,native-4instance,361.23
ft,16,native-4instance,368
ft,16,native-4instance,359.15
ft,16,native-4instance,351.58
is,16,native-4instance,44.72
is,16,native-4instance,44.76
is,16,native-4instance,43.02
is,16,native-4instance,44.94
is,16,native-4instance,45.46
is,16,native-4instance,43.16
is,16,native-4instance,40.83
is,16,native-4instance,44.97
is,16,native-4instance,45.78
is,16,native-4instance,45.78
ft,16,native-4instance,324.4
ft,16,native-4instance,318.46
ft,16,native-4instance,333.87
ft,16,native-4instance,320.94
ft,16,native-4instance,325.63
ft,16,native-4instance,324.12
ft,16,native-4instance,325.76
ft,16,native-4instance,326.7
ft,16,native-4instance,320.5
ft,16,native-4instance,327.78
bt,16,native-4instance,491.35
bt,16,native-4instance,490.79
bt,16,native-4instance,485.08
bt,16,native-4instance,488.96
bt,16,native-4instance,481.46
bt,16,native-4instance,491.95
bt,16,native-4instance,489.13
bt,16,native-4instance,489.68
bt,16,native-4instance,489.82
bt,16,native-4instance,475.78
sp,16,native-4instance,592.2
sp,16,native-4instance,589.7
sp,16,native-4instance,578.78
sp,16,native-4instance,569.12
sp,16,native-4instance,594.9
sp,16,native-4instance,590.36
sp,16,native-4instance,585.07
sp,16,native-4instance,596.95
sp,16,native-4instance,596.89
sp,16,native-4instance,568.55
bt,16,native-4instance,513.34
bt,16,native-4instance,516.02
bt,16,native-4instance,519.8
bt,16,native-4instance,514.12
bt,16,native-4instance,498.91
bt,16,native-4instance,520.42
bt,16,native-4instance,518.53
bt,16,native-4instance,514.99
bt,16,native-4instance,518.3
bt,16,native-4instance,518.32
sp,16,native-4instance,622.31
sp,16,native-4instance,637.26
sp,16,native-4instance,625.48
sp,16,native-4instance,638.9
sp,16,native-4instance,641.57
sp,16,native-4instance,645.99
sp,16,native-4instance,621.46
sp,16,native-4instance,620.51
sp,16,native-4instance,646.24
sp,16,native-4instance,653.3
bt,16,native-4instance,433.97
bt,16,native-4instance,441.14
bt,16,native-4instance,437.52
bt,16,native-4instance,441.18
bt,16,native-4instance,432.63
bt,16,native-4instance,437.67
bt,16,native-4instance,443.71
bt,16,native-4instance,437.68
bt,16,native-4instance,443.2
bt,16,native-4instance,437.21
sp,16,native-4instance,596.15
sp,16,native-4instance,641.06
sp,16,native-4instance,615.57
sp,16,native-4instance,604.23
sp,16,native-4instance,633.94
sp,16,native-4instance,615.53
sp,16,native-4instance,653.97
sp,16,native-4instance,614.83
sp,16,native-4instance,617.22
sp,16,native-4instance,649.91
bt,16,native-4instance,509.58
bt,16,native-4instance,495.78
bt,16,native-4instance,510.86
bt,16,native-4instance,519.77
bt,16,native-4instance,502.53
bt,16,native-4instance,516.56
bt,16,native-4instance,525.86
bt,16,native-4instance,511.94
bt,16,native-4instance,525.36
bt,16,native-4instance,523.57
sp,16,native-4instance,483
sp,16,native-4instance,489.45
sp,16,native-4instance,511.79
sp,16,native-4instance,465.44
sp,16,native-4instance,494.88
sp,16,native-4instance,526.99
sp,16,native-4instance,532.09
sp,16,native-4instance,507.9
sp,16,native-4instance,510.1
sp,16,native-4instance,525.48
is,64,native-4instance,53.46
is,64,native-4instance,53.41
is,64,native-4instance,52.18
is,64,native-4instance,50.02
is,64,native-4instance,54
is,64,native-4instance,52.49
is,64,native-4instance,54.29
is,64,native-4instance,55.28
is,64,native-4instance,53.88
is,64,native-4instance,48.01
ft,64,native-4instance,368.13
ft,64,native-4instance,401.7
ft,64,native-4instance,378
ft,64,native-4instance,364.85
ft,64,native-4instance,365.91
ft,64,native-4instance,388.66
ft,64,native-4instance,371.57
ft,64,native-4instance,387.4
ft,64,native-4instance,377.7
ft,64,native-4instance,386.9
is,64,native-4instance,69.5
is,64,native-4instance,73.51
is,64,native-4instance,76.03
is,64,native-4instance,74.8
is,64,native-4instance,73.14
is,64,native-4instance,78.51
is,64,native-4instance,74.07
is,64,native-4instance,71.74
is,64,native-4instance,73.17
is,64,native-4instance,78.4
ft,64,native-4instance,266.87
ft,64,native-4instance,253.25
ft,64,native-4instance,273.05
ft,64,native-4instance,266.08
ft,64,native-4instance,259.08
ft,64,native-4instance,260.46
ft,64,native-4instance,290.74
ft,64,native-4instance,266.25
ft,64,native-4instance,258.56
ft,64,native-4instance,274.6
bt,64,native-4instance,501.93
bt,64,native-4instance,502.11
bt,64,native-4instance,507.01
bt,64,native-4instance,503.97
bt,64,native-4instance,508.63
bt,64,native-4instance,504.13
bt,64,native-4instance,499.07
bt,64,native-4instance,501.62
bt,64,native-4instance,497.28
bt,64,native-4instance,494
sp,64,native-4instance,793.89
sp,64,native-4instance,785.43
sp,64,native-4instance,791.84
sp,64,native-4instance,820.45
sp,64,native-4instance,787.15
sp,64,native-4instance,808.28
