apps,bondmode,time
sp,802.3ad-4NICs-layer2,842.18
sp,802.3ad-4NICs-layer2,785.53
sp,802.3ad-4NICs-layer2,800.26
sp,802.3ad-4NICs-layer2,816.05
sp,802.3ad-4NICs-layer2,787.31
sp,802.3ad-4NICs-layer2,789.68
sp,802.3ad-4NICs-layer2,804.86
sp,802.3ad-4NICs-layer2,806.79
sp,802.3ad-4NICs-layer2,800.70
sp,802.3ad-4NICs-layer2,836.49
sp,802.3ad-4NICs-layer2,772.01
sp,802.3ad-4NICs-layer2,816.03
sp,802.3ad-4NICs-layer2,816.08
sp,802.3ad-4NICs-layer2,760.42
sp,802.3ad-4NICs-layer2,804.50
sp,802.3ad-4NICs-layer2,904.59
sp,802.3ad-4NICs-layer2,800.31
sp,802.3ad-4NICs-layer2,798.92
sp,802.3ad-4NICs-layer2,792.21
sp,802.3ad-4NICs-layer2,809.91
sp,802.3ad-4NICs-layer2,786.14
bt,802.3ad-4NICs-layer2,513.11
bt,802.3ad-4NICs-layer2,546.97
bt,802.3ad-4NICs-layer2,499.09
bt,802.3ad-4NICs-layer2,516.25
bt,802.3ad-4NICs-layer2,513.29
bt,802.3ad-4NICs-layer2,517.42
bt,802.3ad-4NICs-layer2,601.62
bt,802.3ad-4NICs-layer2,546.53
bt,802.3ad-4NICs-layer2,508.75
bt,802.3ad-4NICs-layer2,496.63
bt,802.3ad-4NICs-layer2,526.16
bt,802.3ad-4NICs-layer2,507.27
bt,802.3ad-4NICs-layer2,506.41
bt,802.3ad-4NICs-layer2,507.10
bt,802.3ad-4NICs-layer2,521.67
bt,802.3ad-4NICs-layer2,539.78
bt,802.3ad-4NICs-layer2,492.19
bt,802.3ad-4NICs-layer2,546.19
bt,802.3ad-4NICs-layer2,542.41
bt,802.3ad-4NICs-layer2,529.62
bt,802.3ad-4NICs-layer2,501.83
bt,802.3ad-4NICs-layer2,495.37
bt,802.3ad-4NICs-layer2,532.19
bt,802.3ad-4NICs-layer2,507.24
bt,802.3ad-4NICs-layer2,520.74
bt,802.3ad-4NICs-layer2,602.51
bt,802.3ad-4NICs-layer2,528.40
bt,802.3ad-4NICs-layer2,523.39
bt,802.3ad-4NICs-layer2,546.88
bt,802.3ad-4NICs-layer2,529.97
sp,802.3ad-4NICs-layer2,798.30
sp,802.3ad-4NICs-layer2,785.26
sp,802.3ad-4NICs-layer2,814.01
sp,802.3ad-4NICs-layer2,773.31
sp,802.3ad-4NICs-layer2,787.62
sp,802.3ad-4NICs-layer2,806.18
sp,802.3ad-4NICs-layer2,778.72
sp,802.3ad-4NICs-layer2,794.16
sp,802.3ad-4NICs-layer2,800.57
sp,802.3ad-4NICs-layer2,819.47
sp,802.3ad-4NICs-layer2,799.07
sp,802.3ad-4NICs-layer2,786.51
sp,802.3ad-4NICs-layer2,826.75
sp,802.3ad-4NICs-layer2,781.02
sp,802.3ad-4NICs-layer2,802.41
sp,802.3ad-4NICs-layer2,823.95
sp,802.3ad-4NICs-layer2,778.05
sp,802.3ad-4NICs-layer2,790.71
sp,802.3ad-4NICs-layer2,856.03
sp,802.3ad-4NICs-layer2,735.23
sp,802.3ad-4NICs-layer2,791.61
sp,802.3ad-4NICs-layer2,789.50
sp,802.3ad-4NICs-layer2,785.45
sp,802.3ad-4NICs-layer2,841.66
sp,802.3ad-4NICs-layer2,834.52
sp,802.3ad-4NICs-layer2,786.09
sp,802.3ad-4NICs-layer2,756.64
sp,802.3ad-4NICs-layer2,785.54
sp,802.3ad-4NICs-layer2,808.60
