apps,bondmode,bytes,time,mbytes-sec
intel,802.3ad-4NICs-layer2,4,26.07,0.15
intel,802.3ad-4NICs-layer2,8,25.95,0.31
intel,802.3ad-4NICs-layer2,16,25.99,0.62
intel,802.3ad-4NICs-layer2,32,26.47,1.21
intel,802.3ad-4NICs-layer2,64,26.58,2.41
intel,802.3ad-4NICs-layer2,128,26.61,4.81
intel,802.3ad-4NICs-layer2,256,27.23,9.40
intel,802.3ad-4NICs-layer2,512,27.56,18.57
intel,802.3ad-4NICs-layer2,1024,29.01,35.29
intel,802.3ad-4NICs-layer2,2048,31.84,64.32
intel,802.3ad-4NICs-layer2,4096,39.02,104.96
intel,802.3ad-4NICs-layer2,8192,45.70,179.26
intel,802.3ad-4NICs-layer2,16384,68.20,240.24
intel,802.3ad-4NICs-layer2,32768,70.91,462.10
intel,802.3ad-4NICs-layer2,65536,111.09,589.94
intel,802.3ad-4NICs-layer2,131072,163.03,803.98
intel,802.3ad-4NICs-layer2,262144,254.97,1028.13
intel,802.3ad-4NICs-layer2,524288,430.42,1218.08
intel,802.3ad-4NICs-layer2,1048576,788.51,1329.82
intel,802.3ad-4NICs-layer2,2097152,1610.30,1302.34
intel,802.3ad-4NICs-layer2,4194304,3214.50,1304.81
intel,802.3ad-4NICs-layer2,0,18.83,0.00
intel,802.3ad-4NICs-layer2,1,19.10,0.05
intel,802.3ad-4NICs-layer2,2,19.15,0.10
intel,802.3ad-4NICs-layer2,4,19.11,0.21
intel,802.3ad-4NICs-layer2,8,19.15,0.42
intel,802.3ad-4NICs-layer2,16,19.11,0.84
intel,802.3ad-4NICs-layer2,32,19.14,1.67
intel,802.3ad-4NICs-layer2,64,19.23,3.33
intel,802.3ad-4NICs-layer2,128,19.38,6.60
intel,802.3ad-4NICs-layer2,256,19.59,13.07
intel,802.3ad-4NICs-layer2,512,20.03,25.56
intel,802.3ad-4NICs-layer2,1024,21.58,47.46
intel,802.3ad-4NICs-layer2,2048,23.45,87.32
intel,802.3ad-4NICs-layer2,4096,29.19,140.32
intel,802.3ad-4NICs-layer2,8192,35.75,229.14
intel,802.3ad-4NICs-layer2,16384,51.34,319.10
intel,802.3ad-4NICs-layer2,32768,85.51,383.21
intel,802.3ad-4NICs-layer2,65536,111.59,587.31
intel,802.3ad-4NICs-layer2,131072,163.64,800.97
intel,802.3ad-4NICs-layer2,262144,256.66,1021.37
intel,802.3ad-4NICs-layer2,524288,438.14,1196.62
intel,802.3ad-4NICs-layer2,1048576,885.82,1183.73
intel,802.3ad-4NICs-layer2,2097152,1670.17,1255.65
intel,802.3ad-4NICs-layer2,4194304,3203.41,1309.33
intel,802.3ad-4NICs-layer2,0,26.53,0.00
intel,802.3ad-4NICs-layer2,1,25.69,0.04
intel,802.3ad-4NICs-layer2,2,25.60,0.08
intel,802.3ad-4NICs-layer2,4,25.60,0.16
intel,802.3ad-4NICs-layer2,8,25.68,0.31
intel,802.3ad-4NICs-layer2,16,25.76,0.62
intel,802.3ad-4NICs-layer2,32,26.12,1.23
intel,802.3ad-4NICs-layer2,64,26.01,2.46
intel,802.3ad-4NICs-layer2,128,26.07,4.91
intel,802.3ad-4NICs-layer2,256,26.35,9.72
intel,802.3ad-4NICs-layer2,512,27.16,18.85
intel,802.3ad-4NICs-layer2,1024,28.18,36.34
intel,802.3ad-4NICs-layer2,2048,31.39,65.24
intel,802.3ad-4NICs-layer2,4096,38.93,105.21
intel,802.3ad-4NICs-layer2,8192,45.42,180.36
intel,802.3ad-4NICs-layer2,16384,67.17,243.91
intel,802.3ad-4NICs-layer2,32768,92.06,355.96
intel,802.3ad-4NICs-layer2,65536,110.12,595.11
intel,802.3ad-4NICs-layer2,131072,162.97,804.28
intel,802.3ad-4NICs-layer2,262144,255.12,1027.53
intel,802.3ad-4NICs-layer2,524288,432.10,1213.36
intel,802.3ad-4NICs-layer2,1048576,781.74,1341.34
intel,802.3ad-4NICs-layer2,2097152,1613.32,1299.90
intel,802.3ad-4NICs-layer2,4194304,3201.48,1310.12
intel,802.3ad-4NICs-layer2,0,25.00,0.00
intel,802.3ad-4NICs-layer2,1,25.83,0.04
intel,802.3ad-4NICs-layer2,2,25.68,0.08
intel,802.3ad-4NICs-layer2,4,25.82,0.15
intel,802.3ad-4NICs-layer2,8,25.65,0.31
intel,802.3ad-4NICs-layer2,16,25.87,0.62
intel,802.3ad-4NICs-layer2,32,26.12,1.22
intel,802.3ad-4NICs-layer2,64,26.22,2.44
intel,802.3ad-4NICs-layer2,128,26.47,4.84
intel,802.3ad-4NICs-layer2,256,26.51,9.66
intel,802.3ad-4NICs-layer2,512,27.25,18.79
intel,802.3ad-4NICs-layer2,1024,28.13,36.40
intel,802.3ad-4NICs-layer2,2048,31.30,65.44
intel,802.3ad-4NICs-layer2,4096,39.06,104.87
intel,802.3ad-4NICs-layer2,8192,45.68,179.35
intel,802.3ad-4NICs-layer2,16384,68.22,240.16
intel,802.3ad-4NICs-layer2,32768,83.26,393.57
intel,802.3ad-4NICs-layer2,65536,110.94,590.76
intel,802.3ad-4NICs-layer2,131072,164.24,798.04
intel,802.3ad-4NICs-layer2,262144,255.29,1026.85
intel,802.3ad-4NICs-layer2,524288,432.11,1213.32
intel,802.3ad-4NICs-layer2,1048576,779.01,1346.04
intel,802.3ad-4NICs-layer2,2097152,1616.19,1297.59
intel,802.3ad-4NICs-layer2,4194304,3219.38,1302.83
intel,802.3ad-4NICs-layer2,0,25.33,0.00
intel,802.3ad-4NICs-layer2,1,25.84,0.04
intel,802.3ad-4NICs-layer2,2,25.66,0.08
intel,802.3ad-4NICs-layer2,4,25.93,0.15
intel,802.3ad-4NICs-layer2,8,25.68,0.31
intel,802.3ad-4NICs-layer2,16,25.58,0.63
intel,802.3ad-4NICs-layer2,32,25.88,1.24
intel,802.3ad-4NICs-layer2,64,25.86,2.48
intel,802.3ad-4NICs-layer2,128,26.96,4.75
intel,802.3ad-4NICs-layer2,256,26.61,9.62
intel,802.3ad-4NICs-layer2,512,27.51,18.61
intel,802.3ad-4NICs-layer2,1024,28.27,36.22
intel,802.3ad-4NICs-layer2,2048,31.24,65.55
intel,802.3ad-4NICs-layer2,4096,38.74,105.74
intel,802.3ad-4NICs-layer2,8192,45.71,179.20
intel,802.3ad-4NICs-layer2,16384,67.17,243.92
intel,802.3ad-4NICs-layer2,32768,83.93,390.40
intel,802.3ad-4NICs-layer2,65536,110.40,593.63
intel,802.3ad-4NICs-layer2,131072,164.14,798.56
intel,802.3ad-4NICs-layer2,262144,256.13,1023.49
intel,802.3ad-4NICs-layer2,524288,432.25,1212.94
intel,802.3ad-4NICs-layer2,1048576,784.06,1337.37
intel,802.3ad-4NICs-layer2,2097152,1631.92,1285.09
intel,802.3ad-4NICs-layer2,4194304,3240.43,1294.37
intel,802.3ad-4NICs-layer2,0,25.41,0.00
intel,802.3ad-4NICs-layer2,1,26.02,0.04
intel,802.3ad-4NICs-layer2,2,26.27,0.08
intel,802.3ad-4NICs-layer2,4,26.01,0.15
intel,802.3ad-4NICs-layer2,8,26.26,0.30
intel,802.3ad-4NICs-layer2,16,26.09,0.61
intel,802.3ad-4NICs-layer2,32,26.16,1.22
intel,802.3ad-4NICs-layer2,64,26.05,2.46
intel,802.3ad-4NICs-layer2,128,26.47,4.84
intel,802.3ad-4NICs-layer2,256,26.79,9.56
intel,802.3ad-4NICs-layer2,512,27.38,18.70
intel,802.3ad-4NICs-layer2,1024,28.38,36.08
intel,802.3ad-4NICs-layer2,2048,31.92,64.16
intel,802.3ad-4NICs-layer2,4096,39.72,103.13
intel,802.3ad-4NICs-layer2,8192,45.33,180.74
intel,802.3ad-4NICs-layer2,16384,67.96,241.08
intel,802.3ad-4NICs-layer2,32768,54.50,601.26
intel,802.3ad-4NICs-layer2,65536,122.17,536.44
intel,802.3ad-4NICs-layer2,131072,168.10,779.71
intel,802.3ad-4NICs-layer2,262144,260.39,1006.74
intel,802.3ad-4NICs-layer2,524288,433.21,1210.24
intel,802.3ad-4NICs-layer2,1048576,781.95,1340.98
intel,802.3ad-4NICs-layer2,2097152,1634.32,1283.20
intel,802.3ad-4NICs-layer2,4194304,3222.59,1301.53
intel,802.3ad-4NICs-layer2,0,25.49,0.00
intel,802.3ad-4NICs-layer2,1,26.08,0.04
intel,802.3ad-4NICs-layer2,2,26.28,0.08
intel,802.3ad-4NICs-layer2,4,26.00,0.15
intel,802.3ad-4NICs-layer2,8,26.08,0.31
intel,802.3ad-4NICs-layer2,16,25.97,0.62
intel,802.3ad-4NICs-layer2,32,26.35,1.21
intel,802.3ad-4NICs-layer2,64,26.70,2.40
intel,802.3ad-4NICs-layer2,128,26.61,4.81
intel,802.3ad-4NICs-layer2,256,26.80,9.55
intel,802.3ad-4NICs-layer2,512,27.60,18.55
intel,802.3ad-4NICs-layer2,1024,28.91,35.42
intel,802.3ad-4NICs-layer2,2048,32.34,63.33
intel,802.3ad-4NICs-layer2,4096,39.62,103.38
intel,802.3ad-4NICs-layer2,8192,45.97,178.19
intel,802.3ad-4NICs-layer2,16384,68.23,240.14
intel,802.3ad-4NICs-layer2,32768,56.14,583.67
intel,802.3ad-4NICs-layer2,65536,111.35,588.54
intel,802.3ad-4NICs-layer2,131072,165.01,794.31
intel,802.3ad-4NICs-layer2,262144,257.64,1017.48
intel,802.3ad-4NICs-layer2,524288,430.87,1216.81
intel,802.3ad-4NICs-layer2,1048576,782.15,1340.63
intel,802.3ad-4NICs-layer2,2097152,1623.03,1292.12
intel,802.3ad-4NICs-layer2,4194304,3214.15,1304.95
intel,802.3ad-4NICs-layer2,0,25.41,0.00
intel,802.3ad-4NICs-layer2,1,25.71,0.04
intel,802.3ad-4NICs-layer2,2,25.91,0.08
intel,802.3ad-4NICs-layer2,4,25.88,0.15
intel,802.3ad-4NICs-layer2,8,26.06,0.31
intel,802.3ad-4NICs-layer2,16,25.92,0.62
intel,802.3ad-4NICs-layer2,32,26.12,1.22
intel,802.3ad-4NICs-layer2,64,26.32,2.43
intel,802.3ad-4NICs-layer2,128,26.15,4.89
intel,802.3ad-4NICs-layer2,256,26.64,9.61
intel,802.3ad-4NICs-layer2,512,26.92,19.02
intel,802.3ad-4NICs-layer2,1024,28.22,36.28
intel,802.3ad-4NICs-layer2,2048,31.59,64.83
intel,802.3ad-4NICs-layer2,4096,38.89,105.32
intel,802.3ad-4NICs-layer2,8192,45.86,178.63
intel,802.3ad-4NICs-layer2,16384,65.31,250.88
intel,802.3ad-4NICs-layer2,32768,55.23,593.27
intel,802.3ad-4NICs-layer2,65536,111.33,588.65
intel,802.3ad-4NICs-layer2,131072,163.59,801.22
intel,802.3ad-4NICs-layer2,262144,257.95,1016.26
intel,802.3ad-4NICs-layer2,524288,433.97,1208.12
intel,802.3ad-4NICs-layer2,1048576,779.78,1344.70
intel,802.3ad-4NICs-layer2,2097152,1635.18,1282.52
intel,802.3ad-4NICs-layer2,4194304,3251.60,1289.92
intel,802.3ad-4NICs-layer2,0,25.92,0.00
intel,802.3ad-4NICs-layer2,1,26.10,0.04
intel,802.3ad-4NICs-layer2,2,26.30,0.08
intel,802.3ad-4NICs-layer2,4,26.49,0.15
intel,802.3ad-4NICs-layer2,8,26.10,0.31
intel,802.3ad-4NICs-layer2,16,26.17,0.61
intel,802.3ad-4NICs-layer2,32,26.52,1.21
intel,802.3ad-4NICs-layer2,64,26.67,2.40
intel,802.3ad-4NICs-layer2,128,27.14,4.72
intel,802.3ad-4NICs-layer2,256,26.83,9.54
intel,802.3ad-4NICs-layer2,512,27.65,18.52
intel,802.3ad-4NICs-layer2,1024,29.06,35.24
intel,802.3ad-4NICs-layer2,2048,32.08,63.84
intel,802.3ad-4NICs-layer2,4096,39.51,103.66
intel,802.3ad-4NICs-layer2,8192,45.96,178.26
intel,802.3ad-4NICs-layer2,16384,68.96,237.59
intel,802.3ad-4NICs-layer2,32768,111.39,294.17
intel,802.3ad-4NICs-layer2,65536,112.87,580.62
intel,802.3ad-4NICs-layer2,131072,178.00,736.36
intel,802.3ad-4NICs-layer2,262144,276.03,949.70
intel,802.3ad-4NICs-layer2,524288,432.66,1211.79
intel,802.3ad-4NICs-layer2,1048576,790.98,1325.66
intel,802.3ad-4NICs-layer2,2097152,1617.31,1296.69
intel,802.3ad-4NICs-layer2,4194304,3230.13,1298.49
intel,802.3ad-4NICs-layer2,0,25.38,0.00
intel,802.3ad-4NICs-layer2,1,25.87,0.04
intel,802.3ad-4NICs-layer2,2,26.12,0.08
intel,802.3ad-4NICs-layer2,4,25.87,0.15
intel,802.3ad-4NICs-layer2,8,25.84,0.31
intel,802.3ad-4NICs-layer2,16,26.07,0.61
intel,802.3ad-4NICs-layer2,32,26.26,1.22
intel,802.3ad-4NICs-layer2,64,26.24,2.44
intel,802.3ad-4NICs-layer2,128,26.31,4.86
intel,802.3ad-4NICs-layer2,256,26.55,9.64
intel,802.3ad-4NICs-layer2,512,26.94,19.00
intel,802.3ad-4NICs-layer2,1024,28.58,35.83
intel,802.3ad-4NICs-layer2,2048,31.47,65.07
intel,802.3ad-4NICs-layer2,4096,39.01,104.99
intel,802.3ad-4NICs-layer2,8192,45.96,178.25
intel,802.3ad-4NICs-layer2,16384,68.77,238.26
intel,802.3ad-4NICs-layer2,32768,68.54,478.08
intel,802.3ad-4NICs-layer2,65536,112.81,580.93
intel,802.3ad-4NICs-layer2,131072,165.09,793.96
intel,802.3ad-4NICs-layer2,262144,258.13,1015.56
intel,802.3ad-4NICs-layer2,524288,432.60,1211.94
intel,802.3ad-4NICs-layer2,1048576,794.33,1320.08
intel,802.3ad-4NICs-layer2,2097152,1631.12,1285.72
intel,802.3ad-4NICs-layer2,4194304,3215.76,1304.30
intel,802.3ad-4NICs-layer2,0,26.39,0.00
intel,802.3ad-4NICs-layer2,1,26.70,0.04
intel,802.3ad-4NICs-layer2,2,26.68,0.07
intel,802.3ad-4NICs-layer2,4,26.71,0.15
intel,802.3ad-4NICs-layer2,8,26.61,0.30
intel,802.3ad-4NICs-layer2,16,23.04,0.69
intel,802.3ad-4NICs-layer2,32,20.30,1.58
intel,802.3ad-4NICs-layer2,64,20.44,3.13
intel,802.3ad-4NICs-layer2,128,20.72,6.18
intel,802.3ad-4NICs-layer2,256,20.89,12.25
intel,802.3ad-4NICs-layer2,512,12.40,41.28
intel,802.3ad-4NICs-layer2,1024,13.22,77.45
intel,802.3ad-4NICs-layer2,2048,14.61,140.20
intel,802.3ad-4NICs-layer2,4096,40.28,101.69
intel,802.3ad-4NICs-layer2,8192,46.38,176.63
intel,802.3ad-4NICs-layer2,16384,60.69,269.95
intel,802.3ad-4NICs-layer2,32768,53.86,608.37
intel,802.3ad-4NICs-layer2,65536,113.14,579.26
intel,802.3ad-4NICs-layer2,131072,167.09,784.42
intel,802.3ad-4NICs-layer2,262144,261.00,1004.38
intel,802.3ad-4NICs-layer2,524288,436.59,1200.88
intel,802.3ad-4NICs-layer2,1048576,798.82,1312.65
intel,802.3ad-4NICs-layer2,2097152,1649.74,1271.20
intel,802.3ad-4NICs-layer2,4194304,3275.94,1280.34
intel,802.3ad-4NICs-layer2,0,25.72,0.00
intel,802.3ad-4NICs-layer2,1,26.05,0.04
intel,802.3ad-4NICs-layer2,2,26.37,0.08
intel,802.3ad-4NICs-layer2,4,26.09,0.15
