apps,process,bondmode,time
is,64,802.3ad-4NICs-layer2,33.08
is,64,802.3ad-4NICs-layer2,35.42
is,64,802.3ad-4NICs-layer2,32.34
is,64,802.3ad-4NICs-layer2,33.39
is,64,802.3ad-4NICs-layer2,33.14
is,64,802.3ad-4NICs-layer2,34.66
is,64,802.3ad-4NICs-layer2,34.68
is,64,802.3ad-4NICs-layer2,34.37
is,64,802.3ad-4NICs-layer2,32.38
is,64,802.3ad-4NICs-layer2,35.73
is,64,802.3ad-4NICs-layer2,32.58
is,64,802.3ad-4NICs-layer2,32.46
is,64,802.3ad-4NICs-layer2,34.94
is,64,802.3ad-4NICs-layer2,35.28
is,64,802.3ad-4NICs-layer2,34.25
is,64,802.3ad-4NICs-layer2,32.63
is,64,802.3ad-4NICs-layer2,34.94
is,64,802.3ad-4NICs-layer2,37.82
is,64,802.3ad-4NICs-layer2,32.39
is,64,802.3ad-4NICs-layer2,32.75
is,64,802.3ad-4NICs-layer2,32.17
is,64,802.3ad-4NICs-layer2,32.4
is,64,802.3ad-4NICs-layer2,34.08
is,64,802.3ad-4NICs-layer2,35.98
is,64,802.3ad-4NICs-layer2,34.81
is,64,802.3ad-4NICs-layer2,34.26
is,64,802.3ad-4NICs-layer2,31.67
is,64,802.3ad-4NICs-layer2,35.06
is,64,802.3ad-4NICs-layer2,34.54
is,64,802.3ad-4NICs-layer2,33.63
