apps,bondmode,bytes,time,mbytes-sec
intel,Balance_Round_Robin-4NICs-layer2,524288,431.82,1214.14
intel,Balance_Round_Robin-4NICs-layer2,1048576,785.26,1335.32
intel,Balance_Round_Robin-4NICs-layer2,2097152,1618.77,1295.53
intel,Balance_Round_Robin-4NICs-layer2,4194304,3263.11,1285.37
intel,Balance_Round_Robin-4NICs-layer2,0,25.54,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.13,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.16,0.08
intel,Balance_Round_Robin-4NICs-layer2,4,26.24,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.15,0.31
intel,Balance_Round_Robin-4NICs-layer2,16,26.46,0.60
intel,Balance_Round_Robin-4NICs-layer2,32,26.54,1.21
intel,Balance_Round_Robin-4NICs-layer2,64,26.87,2.38
intel,Balance_Round_Robin-4NICs-layer2,128,26.62,4.81
intel,Balance_Round_Robin-4NICs-layer2,256,27.08,9.45
intel,Balance_Round_Robin-4NICs-layer2,512,27.84,18.39
intel,Balance_Round_Robin-4NICs-layer2,1024,28.75,35.62
intel,Balance_Round_Robin-4NICs-layer2,2048,31.95,64.11
intel,Balance_Round_Robin-4NICs-layer2,4096,39.64,103.34
intel,Balance_Round_Robin-4NICs-layer2,8192,45.94,178.31
intel,Balance_Round_Robin-4NICs-layer2,16384,68.75,238.31
intel,Balance_Round_Robin-4NICs-layer2,32768,84.61,387.26
intel,Balance_Round_Robin-4NICs-layer2,65536,122.68,534.22
intel,Balance_Round_Robin-4NICs-layer2,131072,183.43,714.57
intel,Balance_Round_Robin-4NICs-layer2,262144,276.94,946.58
intel,Balance_Round_Robin-4NICs-layer2,524288,443.22,1182.91
intel,Balance_Round_Robin-4NICs-layer2,1048576,795.21,1318.61
intel,Balance_Round_Robin-4NICs-layer2,2097152,1630.40,1286.28
intel,Balance_Round_Robin-4NICs-layer2,4194304,3245.14,1292.49
intel,Balance_Round_Robin-4NICs-layer2,0,25.82,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.08,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.45,0.08
intel,Balance_Round_Robin-4NICs-layer2,4,26.16,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.13,0.31
intel,Balance_Round_Robin-4NICs-layer2,16,26.39,0.61
intel,Balance_Round_Robin-4NICs-layer2,32,26.36,1.21
intel,Balance_Round_Robin-4NICs-layer2,64,26.67,2.40
intel,Balance_Round_Robin-4NICs-layer2,128,26.80,4.78
intel,Balance_Round_Robin-4NICs-layer2,256,27.02,9.47
intel,Balance_Round_Robin-4NICs-layer2,512,27.76,18.45
intel,Balance_Round_Robin-4NICs-layer2,1024,28.98,35.33
intel,Balance_Round_Robin-4NICs-layer2,2048,32.52,62.97
intel,Balance_Round_Robin-4NICs-layer2,4096,40.22,101.83
intel,Balance_Round_Robin-4NICs-layer2,8192,46.48,176.25
intel,Balance_Round_Robin-4NICs-layer2,16384,50.98,321.40
intel,Balance_Round_Robin-4NICs-layer2,32768,72.25,453.51
intel,Balance_Round_Robin-4NICs-layer2,65536,112.50,582.55
intel,Balance_Round_Robin-4NICs-layer2,131072,182.92,716.57
intel,Balance_Round_Robin-4NICs-layer2,262144,284.73,920.68
intel,Balance_Round_Robin-4NICs-layer2,524288,437.96,1197.13
intel,Balance_Round_Robin-4NICs-layer2,1048576,786.79,1332.73
intel,Balance_Round_Robin-4NICs-layer2,2097152,1638.30,1280.08
intel,Balance_Round_Robin-4NICs-layer2,4194304,3224.65,1300.70
intel,Balance_Round_Robin-4NICs-layer2,0,25.54,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.39,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.64,0.08
intel,Balance_Round_Robin-4NICs-layer2,4,26.76,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.53,0.30
intel,Balance_Round_Robin-4NICs-layer2,16,26.29,0.61
intel,Balance_Round_Robin-4NICs-layer2,32,26.62,1.20
intel,Balance_Round_Robin-4NICs-layer2,64,26.97,2.37
intel,Balance_Round_Robin-4NICs-layer2,128,27.18,4.71
intel,Balance_Round_Robin-4NICs-layer2,256,27.13,9.44
intel,Balance_Round_Robin-4NICs-layer2,512,27.69,18.49
intel,Balance_Round_Robin-4NICs-layer2,1024,29.52,34.69
intel,Balance_Round_Robin-4NICs-layer2,2048,32.41,63.20
intel,Balance_Round_Robin-4NICs-layer2,4096,40.06,102.25
intel,Balance_Round_Robin-4NICs-layer2,8192,45.84,178.72
intel,Balance_Round_Robin-4NICs-layer2,16384,67.42,243.00
intel,Balance_Round_Robin-4NICs-layer2,32768,56.96,575.24
intel,Balance_Round_Robin-4NICs-layer2,65536,112.94,580.29
intel,Balance_Round_Robin-4NICs-layer2,131072,164.86,795.04
intel,Balance_Round_Robin-4NICs-layer2,262144,286.48,915.06
intel,Balance_Round_Robin-4NICs-layer2,524288,466.09,1124.86
intel,Balance_Round_Robin-4NICs-layer2,1048576,797.15,1315.40
intel,Balance_Round_Robin-4NICs-layer2,2097152,1622.14,1292.83
intel,Balance_Round_Robin-4NICs-layer2,4194304,3225.44,1300.38
intel,Balance_Round_Robin-4NICs-layer2,0,25.65,0.00
intel,Balance_Round_Robin-4NICs-layer2,1,26.23,0.04
intel,Balance_Round_Robin-4NICs-layer2,2,26.38,0.08
intel,Balance_Round_Robin-4NICs-layer2,4,26.26,0.15
intel,Balance_Round_Robin-4NICs-layer2,8,26.23,0.30
intel,Balance_Round_Robin-4NICs-layer2,16,26.34,0.61
intel,Balance_Round_Robin-4NICs-layer2,32,26.43,1.21
intel,Balance_Round_Robin-4NICs-layer2,64,26.55,2.41
intel,Balance_Round_Robin-4NICs-layer2,128,26.81,4.77
intel,Balance_Round_Robin-4NICs-layer2,256,27.20,9.41
intel,Balance_Round_Robin-4NICs-layer2,512,27.80,18.42
intel,Balance_Round_Robin-4NICs-layer2,1024,28.65,35.74
intel,Balance_Round_Robin-4NICs-layer2,2048,32.67,62.68
intel,Balance_Round_Robin-4NICs-layer2,4096,40.01,102.38
intel,Balance_Round_Robin-4NICs-layer2,8192,45.75,179.07
intel,Balance_Round_Robin-4NICs-layer2,16384,67.67,242.13
intel,Balance_Round_Robin-4NICs-layer2,32768,84.08,389.71
intel,Balance_Round_Robin-4NICs-layer2,65536,112.24,583.92
intel,Balance_Round_Robin-4NICs-layer2,131072,164.89,794.90
intel,Balance_Round_Robin-4NICs-layer2,262144,258.99,1012.18
intel,Balance_Round_Robin-4NICs-layer2,524288,432.02,1213.58
intel,Balance_Round_Robin-4NICs-layer2,1048576,787.46,1331.60
intel,Balance_Round_Robin-4NICs-layer2,2097152,1634.83,1282.79
intel,Balance_Round_Robin-4NICs-layer2,4194304,3262.72,1285.53
intel,Balance_Round_Robin-4NICs-layer2,0,26.87,0.00
