apps,process,bondmode,time
ft,64,802.3ad-2NICs-layer2-2,155.78
ft,64,802.3ad-2NICs-layer2-2,156.63
ft,64,802.3ad-2NICs-layer2-2,157.42
ft,64,802.3ad-2NICs-layer2-2,152.55
ft,64,802.3ad-2NICs-layer2-2,155.27
ft,64,802.3ad-2NICs-layer2-2,157.26
ft,64,802.3ad-2NICs-layer2-2,153.78
ft,64,802.3ad-2NICs-layer2-2,151.12
ft,64,802.3ad-2NICs-layer2-2,150.34
ft,64,802.3ad-2NICs-layer2-2,151.56
