apps,process,bondmode,time
ft,16,802.3ad-2NICs-layer2-2,201.5
ft,16,802.3ad-2NICs-layer2-2,202.23
ft,16,802.3ad-2NICs-layer2-2,214.73
ft,16,802.3ad-2NICs-layer2-2,200.74
ft,16,802.3ad-2NICs-layer2-2,197.14
ft,16,802.3ad-2NICs-layer2-2,195.09
ft,16,802.3ad-2NICs-layer2-2,206.55
ft,16,802.3ad-2NICs-layer2-2,198.26
ft,16,802.3ad-2NICs-layer2-2,198.44
ft,16,802.3ad-2NICs-layer2-2,213.51
