bt,64,802.3ad-4NICs-layer2,1185.54
bt,64,802.3ad-4NICs-layer2,1003.05
bt,64,802.3ad-4NICs-layer2,1228.54
bt,64,802.3ad-4NICs-layer2,1221.10
bt,64,802.3ad-4NICs-layer2,1161.58
bt,64,802.3ad-4NICs-layer2,1181.24
bt,64,802.3ad-4NICs-layer2,1236.84
bt,64,802.3ad-4NICs-layer2,1125.09
bt,64,802.3ad-4NICs-layer2,1086.29
bt,64,802.3ad-4NICs-layer2,1227.90
bt,64,802.3ad-4NICs-layer2,1207.13
bt,64,802.3ad-4NICs-layer2,1130.88
bt,64,802.3ad-4NICs-layer2,1146.79
bt,64,802.3ad-4NICs-layer2,879.91
bt,64,802.3ad-4NICs-layer2,1174.87
bt,64,802.3ad-4NICs-layer2,1210.95
bt,64,802.3ad-4NICs-layer2,1182.25
bt,64,802.3ad-4NICs-layer2,1225.67
bt,64,802.3ad-4NICs-layer2,1029.89
bt,64,802.3ad-4NICs-layer2,1200.18
bt,64,802.3ad-4NICs-layer2,1132.52
bt,64,802.3ad-4NICs-layer2,1226.29
bt,64,802.3ad-4NICs-layer2,1223.39
bt,64,802.3ad-4NICs-layer2,1159.96
bt,64,802.3ad-4NICs-layer2,1220.25
bt,64,802.3ad-4NICs-layer2,1213.20
bt,64,802.3ad-4NICs-layer2,1183.98
bt,64,802.3ad-4NICs-layer2,1218.43
bt,64,802.3ad-4NICs-layer2,1192.66
bt,64,802.3ad-4NICs-layer2,890.43
sp,64,802.3ad-4NICs-layer2,671.31
sp,64,802.3ad-4NICs-layer2,676.81
sp,64,802.3ad-4NICs-layer2,910.62
sp,64,802.3ad-4NICs-layer2,922.91
sp,64,802.3ad-4NICs-layer2,723.49
sp,64,802.3ad-4NICs-layer2,963.52
sp,64,802.3ad-4NICs-layer2,836.30
sp,64,802.3ad-4NICs-layer2,922.71
sp,64,802.3ad-4NICs-layer2,716.79
sp,64,802.3ad-4NICs-layer2,745.75
sp,64,802.3ad-4NICs-layer2,990.33
sp,64,802.3ad-4NICs-layer2,838.54
sp,64,802.3ad-4NICs-layer2,949.85
sp,64,802.3ad-4NICs-layer2,1096.78
sp,64,802.3ad-4NICs-layer2,1049.71
sp,64,802.3ad-4NICs-layer2,1051.05
sp,64,802.3ad-4NICs-layer2,913.39
sp,64,802.3ad-4NICs-layer2,903.45
sp,64,802.3ad-4NICs-layer2,915.44
sp,64,802.3ad-4NICs-layer2,921.22
sp,64,802.3ad-4NICs-layer2,1071.08
sp,64,802.3ad-4NICs-layer2,800.23
sp,64,802.3ad-4NICs-layer2,795.02
sp,64,802.3ad-4NICs-layer2,1104.81
sp,64,802.3ad-4NICs-layer2,1060.25
sp,64,802.3ad-4NICs-layer2,1013.29
sp,64,802.3ad-4NICs-layer2,824.90
sp,64,802.3ad-4NICs-layer2,734.70
sp,64,802.3ad-4NICs-layer2,727.42
sp,64,802.3ad-4NICs-layer2,928.95
bt,64,802.3ad-4NICs-layer2,997.74
bt,64,802.3ad-4NICs-layer2,896.51
bt,64,802.3ad-4NICs-layer2,881.74
bt,64,802.3ad-4NICs-layer2,812.13
bt,64,802.3ad-4NICs-layer2,850.33
bt,64,802.3ad-4NICs-layer2,1001.84
bt,64,802.3ad-4NICs-layer2,1008.47
bt,64,802.3ad-4NICs-layer2,854.68
bt,64,802.3ad-4NICs-layer2,867.86
bt,64,802.3ad-4NICs-layer2,1006.62
bt,64,802.3ad-4NICs-layer2,1050.14
bt,64,802.3ad-4NICs-layer2,986.36
bt,64,802.3ad-4NICs-layer2,887.69
bt,64,802.3ad-4NICs-layer2,1114.44
bt,64,802.3ad-4NICs-layer2,891.95
bt,64,802.3ad-4NICs-layer2,642.72
bt,64,802.3ad-4NICs-layer2,628.09
bt,64,802.3ad-4NICs-layer2,605.00
bt,64,802.3ad-4NICs-layer2,911.29
bt,64,802.3ad-4NICs-layer2,864.32
bt,64,802.3ad-4NICs-layer2,901.96
bt,64,802.3ad-4NICs-layer2,634.01
bt,64,802.3ad-4NICs-layer2,1017.42
bt,64,802.3ad-4NICs-layer2,655.97
bt,64,802.3ad-4NICs-layer2,815.13
bt,64,802.3ad-4NICs-layer2,1099.63
bt,64,802.3ad-4NICs-layer2,995.53
bt,64,802.3ad-4NICs-layer2,891.99
bt,64,802.3ad-4NICs-layer2,973.82
bt,64,802.3ad-4NICs-layer2,887.23
